//item_cardalbum.txt＠Athena 2006/09/24 20:41:17 (JST)
// 古いカード帖から得られるアイテムを設定。
// nameid, item_name(dummy), rate
// アイテムID、アイテムの名前(ダミー)、確率(*10000)をした物です。500000なら50%で1000000なら100%です。)
// アイテムIDが0の場合確率をアイテムの選択に失敗した時に得られるデフォルトアイテムのIDとして認識します。(複数である場合最後の物だけ有効です。) 
4166,ナイトメアテラーカード,10000
4167,ネレイドカード,10000
4170,ダークフレームカード,10000
4172,一反木綿カード,10000
4173,デーモンパンクカード,10000
4175,大口蛙カード,10000
4176,デュラハンカード,10000
4177,ドリアードカード,10000
4178,ドラゴンテイルカード,10000
4180,ドリラーカード,10000
4181,ディスガイズカード,10000
4182,ディアボリックカード,10000
4184,ラーヴァゴーレムカード,10000
4185,ライドワードカード,10000
4186,レグルロカード,10000
4187,レイドリックアーチャーカード,10000
4188,レイブオルマイカード,10000
4189,デッドリーレイスカード,10000
4190,レイスカード,10000
4191,ロリルリカード,10000
4192,ロータージャイロカード,10000
4193,ルードカード,10000
4194,リビオカード,10000
4195,リーフキャットカード,10000
4196,マーリンカード,10000
4199,半漁人カード,10000
4200,メガリスカード,10000
4201,ごっついミノタウロスカード,10000
4202,ミョグェカード,10000
4204,ミニデモカード,10000
4205,ミミックカード,10000
4206,ミストケースカード,10000
4208,雅人形カード,10000
4209,ヴァイオリーカード,10000
4210,彷徨う者カード,10000
4212,ボンゴンカード,10000
4213,ブリライトカード,10000
4214,ブラッディマーダーカード,10000
4215,ブレイザーカード,10000
4216,サスカッチカード,10000
4217,人面桃樹カード,10000
4218,サキュバスカード,10000
4219,セージワームカード,10000
4220,ソリッドタートルカード,10000
4221,ジェネラルスケルトンカード,10000
4222,スケルプリズナーカード,10000
4223,スタラクタイトゴーレムカード,10000
4224,ステムワームカード,10000
4225,フレイムシューターカード,10000
4226,スティングカード,10000
4227,スプリングラビットカード,10000
4228,スリーパーカード,10000
4229,時計塔管理者カード,10000
4230,カブキ忍者カード,10000
4231,土精カード,10000
4232,老人参カード,10000
4233,コウカード,10000
4234,アノリアンカード,10000
4235,クリスマスクッキーカード,10000
4237,オウルデュークカード,10000
4238,オウルバロンカード,10000
4239,アイアンフィストカード,10000
4240,アクラウスカード,10000
4242,アポカリプスカード,10000
4243,アンソニカード,10000
4244,アラームカード,10000
4245,アムムトカード,10000
4246,アサルトタートルカード,10000
4247,ヒトデカード,10000
4248,エンシェントマミーカード,10000
4249,エンシェントワームカード,10000
4251,エルダーカード,10000
4252,アリゲーターカード,10000
4253,アリスカード,10000
4255,オークレディカード,10000
4256,オークアーチャーカード,10000
4257,ワイルドローズカード,10000
4258,天仙娘々カード,10000
4259,ウドゥンゴーレムカード,10000
4260,ウータンシューターカード,10000
4261,ウータンファイターカード,10000
4262,天邪仙人カード,10000
4264,ウインドゴーストカード,10000
4265,虎人カード,10000
4267,エクスプロージョンカード,10000
4268,インジャスティスカード,10000
4269,インキュバスカード,10000
4270,ジャイアントスパイダーカード,10000
4271,ジャイアントホーネットカード,10000
4272,小龍舞カード,10000
4273,お化け貝カード,10000
4274,ゾンビマスターカード,10000
4275,ゾンビプリズナーカード,10000
4277,ジルタスカード,10000
4278,ジビットカード,10000
4279,グラウンドデリーターカード,10000
4280,ジオグラファーカード,10000
4281,チャッキーカード,10000
4282,酒天狗カード,10000
4283,天下大将軍カード,10000
4284,チェペットカード,10000
4285,チョコカード,10000
4286,カラ傘カード,10000
4287,河童カード,10000
4288,ジェスターカード,10000
4289,キャタピラーカード,10000
4290,キャットナインテイルカード,10000
4292,コボルドアーチャーカード,10000
4293,クッキーカード,10000
4294,キューブカード,10000
4295,クラベンカード,10000
4296,クランプカード,10000
4297,クルーザーカード,10000
4298,クリーミーフィアーカード,10000
4299,クロックカード,10000
4300,キメラカード,10000
4301,キラーマンティスカード,10000
4303,巨大ウィスパーカード,10000
4304,タムランカード,10000
4307,ビートルカード,10000
4308,三葉蟲カード,10000
4309,フェアリーフカード,10000
4310,パンツァーゴブリンカード,10000
4311,パーメットタートルカード,10000
4312,オットーカード,10000
4313,パンクカード,10000
4314,ペノメナカード,10000
4315,ペストカード,10000
4316,フェイクエンジェルカード,10000
4319,フリーズタートルカード,10000
4321,ハイローゾイストカード,10000
4322,ハイオークカード,10000
4323,ハティーベベカード,10000
4325,ハーピーカード,10000
4326,シーオッターカード,10000
4327,パピヨンカード,10000
4328,ヒェグンカード,10000
4329,フェンダークカード,10000
4331,ヒートタートルカード,10000
