//item_violetbox.txt＠Athena 2007/07/05 12:08:11 (JST)
// 古い紫色の箱から得られるアイテムを設定。
// nameid, item_name(dummy), rate
// アイテムID、アイテムの名前(ダミー)、確率(*10000)をした物です。500000なら50%で1000000なら100%です。)
// アイテムIDが0の場合確率をアイテムの選択に失敗した時に得られるデフォルトアイテムのIDとして認識します。(複数である場合最後の物だけ有効です。) 
1471,ヘルファイア,10000
1472,スタッフオブソウル,10000
1473,ウィザードスタッフ,10000
1474,ゲイボルグ,10000
1476,クレセントサイダー,10000
1502,クラブ,10000
1505,メイス,10000
1508,スマッシャー,10000
1511,フレイル,10000
1514,モーニングスター,10000
1517,ソードメイス,10000
1520,チェイン,10000
1522,スタナー,10000
1523,スパイク,10000
1524,ゴールデンメイス,10000
1525,ロングメイス,10000
1526,スラッシュ,10000
1527,カドリール,10000
1528,グランドクロス,10000
1529,アイアンドライバー,10000
1530,ミョルニール,10000
1531,スパナ,10000
1533,勇士のバルムン,10000
1535,ホルグレンの精錬ハンマー,10000
1550,ブック,10000
1551,バイブル,10000
1558,少女の日記,10000
1602,ロッド,10000
1605,ワンド,10000
1608,スタッフ,10000
1611,アークワンド,10000
1613,マイトスタッフ,10000
1626,スタッフオブピアーシング,10000
1702,ボウ,10000
1705,コンポジットボウ,10000
1711,クロスボウ,10000
1713,アーバレスト,10000
1714,角弓,10000
1718,ハンターボウ,10000
1719,盗賊の弓,10000
1720,ルドラの弓,10000
1721,連弩,10000
1722,バリスタ,10000
1723,ルナボウ,10000
1724,ドラゴンウィング,10000
1726,ハンターボウ,10000
1750,矢,10000
1751,銀の矢,10000
1752,炎の矢,10000
1753,鋼鉄の矢,10000
1754,水晶の矢,10000
1755,風の矢,10000
1756,岩石の矢,10000
1757,無形の矢,10000
1758,スタンアロー,10000
1759,氷の矢,10000
1760,フラッシュアロー,10000
1761,カースアロー,10000
1762,錆びた矢,10000
1763,毒矢,10000
1764,鋭い矢,10000
1765,オリデオコンの矢,10000
1767,影矢,10000
1768,スリープアロー,10000
1769,サイレンスアロー,10000
1770,鉄の矢,10000
1806,ホラ,10000
1810,クロー,10000
1813,カイザーナックル,10000
1815,ガルムの爪,10000
1816,ベルセルク,10000
1818,マグマフィスト,10000
1819,アイシクルフィスト,10000
1820,エレクトリックフィスト,10000
1821,サイズミックフィスト,10000
1822,連打の闘甲,10000
1902,バイオリン,10000
1904,マンドリン,10000
1906,リュート,10000
1908,ギター,10000
1910,ハープ,10000
1912,ゴムンゴ,10000
1913,エレキギター,10000
1914,燃える情熱のギター,10000
1915,孤独なソロのギター,10000
1916,広大な大地のギター,10000
1917,柔らかなそよ風のギター,10000
1918,琵琶,10000
1920,取り憑かれたギター,10000
1951,ロープ,10000
1953,ライン,10000
1955,ワイヤー,10000
1957,ランテ,10000
1959,テイル,10000
1961,ホイップ,10000
1962,ラリエット,10000
1963,ラプチャーローズ,10000
1964,シュメティ,10000
1965,紅炎の鞭,10000
1966,氷剣の鞭,10000
1967,大地の鞭,10000
1968,なわとび,10000
1969,ブレイドホイップ,10000
1970,女王の鞭,10000
1971,電気線,10000
1972,電気ウナギ,10000
1973,海魔女の足,10000
1974,にんじん鞭,10000
2000,スタッフオブディストラクション,10000
2001,ディバインクロス,10000
2104,バックラー,10000
2106,シールド,10000
2108,ミラーシールド,10000
2110,ホーリーガード,10000
2111,神の使者,10000
2115,ヴァルキリーの盾,10000
2116,天使の守護,10000
2118,手甲,10000
2120,手甲改,10000
2122,プラチナシールド,10000
2123,オルレアンのトレイ,10000
2124,トゲの盾,10000
2125,ストロングシールド,10000
2199,アフラマズダー,10000
2201,サングラス,10000
2202,サングラス,10000
2203,グラス,10000
2204,グラス,10000
2207,装飾用花,10000
2209,リボン,10000
2213,猫耳のヘアバンド,10000
2215,花のヘアバンド,10000
2217,ビレタ,10000
2221,ハット,10000
2223,丸いぼうし,10000
2225,ゴーグル,10000
2227,キャップ,10000
2229,ヘルム,10000
2230,ジュエルヘルム,10000
2231,ジュエルヘルム,10000
2233,サークレット,10000
2234,ティアラ,10000
2235,クラウン,10000
2236,サンタのぼうし,10000
2237,顎ひげ,10000
2238,口ひげ,10000
2240,ひげ,10000
2242,高級サングラス,10000
2243,スピングラス,10000
2244,大きなリボン,10000
2245,スイートジェントル,10000
2246,ゴールデンヘッドギア,10000
2247,オールドスターロマンス,10000
2248,ウェスタングレイス,10000
2249,コロネット,10000
2250,リボンのヘアバンド,10000
2251,聖職者の帽子,10000
2256,マジェスティックゴート,10000
2257,真っ白いツノ,10000
2258,シャープヘッドギア,10000
2261,プロンテラ軍帽,10000
2262,ピエロの鼻,10000
2263,義賊の眼帯,10000
2264,ムナック帽,10000
2265,デモ用のマスク,10000
2266,アイアンケイン,10000
2269,花びら,10000
2270,草の葉,10000
2271,頭眼鏡,10000
2272,停止表示板,10000
2273,医者のヘアバンド,10000
2275,バンダナ,10000
2276,睨む目,10000
2277,看護帽,500
2279,導火線,10000
2283,耳当て,10000
2284,鹿の角,10000
2287,海賊の頭巾,10000
2289,あれ,10000
2290,葬式用の帽子,10000
2291,蝶の仮面,10000
2292,溶接マスク,10000
2293,演劇の小道具,10000
2294,スターダスト,10000
2295,目隠し,10000
2296,望遠鏡,10000
2297,ゴブリン族の仮面,10000
2298,緑の觸角,10000
2299,オーク族のヘルム,10000
2302,コットンシャツ,10000
2304,レザージャケット,10000
2306,アドベンチャースーツ,10000
2308,メントル,10000
2310,ロングコート,10000
2311,ミンクのコート,10000
2313,アーマー,10000
2315,メイル,10000
2317,プレート,10000
2318,ロードクロース,100
2322,シルクローブ,10000
2324,スケーピューラ,10000
2326,セイントローブ,10000
2329,ウドゥンメイル,10000
2331,タイツ,10000
2333,シルバーローブ,10000
2336,シーフクロース,10000
2337,忍者スーツ,10000
2338,ウェディングドレス,10000
2339,ブリーフ,10000
2340,初心者用胸当て,10000
2341,フルプレート,10000
2343,キャスティングローブ,10000
2344,ルシウス火山の激しさ,10000
2345,ルシウス火山の激しさ,10000
2346,シャピニハ海の叫び,10000
2347,シャピニハ海の叫び,10000
2348,エベシ嵐のうねり,10000
2349,エベシ嵐のうねり,10000
2350,クレイトス大地の裂け目,10000
2351,クレイトス大地の裂け目,10000
2352,初心者用忍者スーツ,10000
2353,オーディンの祝福,10000
2354,ゲヴネの鎧,10000
2355,天使の加護,10000
2356,恩恵の聖衣,10000
2357,ヴァルキリーアーマー,10000
2358,天使の礼服,10000
2364,メテオプレート,10000
2365,オルレアンの制服,10000
2366,ディバインクロース,10000
2367,スナイピングスーツ,10000
2402,サンダル,10000
2404,シューズ,10000
2407,ガラスの靴,10000
2408,足鎖,10000
2409,ハイヒール,10000
2410,スレイプニール,10000
2411,グリーブ,10000
2413,安全靴,10000
2415,ウサギのスリッパ,10000
2417,プリコシューズ,10000
2418,ヴィダルのブーツ,10000
2419,ゲヴネの軍靴,10000
2420,天使の再来,10000
2421,ヴァルキリーシューズ,10000
2422,高級サンダル,10000
2423,ベリオントシューズ,10000
2424,タイダルシューズ,10000
2425,黒いレザーブーツ,10000
2426,シャドーウォーク,10000
2502,フード,10000
2504,マフラー,10000
2506,マント,10000
2507,昔の領主のマント,10000
2508,ぼろマント,10000
2513,天女の羽衣,10000
2514,ポールドロン,10000
2515,ウィングオブイーグル,10000
2516,ファルコンローブ,10000
2517,ヴァーリのマント,10000
2518,モルフィシャスのショール,10000
2519,モリアネのマント,10000
2520,ゲヴネの肩飾り,10000
2521,天使の温もり,10000
2522,ランニングシャツ,10000
2523,ランニングシャツ,10000
2524,ヴァルキリーマント,10000
2526,竜鱗のコート,10000
2527,竜の吐息,10000
2528,ウールスカーフ,10000
2529,ライダーバッジ,10000
2530,ライダーバッジ,10000
2531,ウルプヘディン,10000
2532,ミスリルマジックマント,10000
2601,リング,10000
2602,イヤリング,10000
2603,ネックレス,10000
2604,グローブ,10000
2605,ブローチ,10000
2607,クリップ,10000
2608,ロザリー,10000
2609,骸骨の指輪,10000
2610,金の指輪,10000
2611,銀の指輪,10000
2612,花の指輪,10000
2613,ダイヤの指輪,10000
2617,神官の手袋,1000
2621,リング,100
2622,イヤリング,1
2623,ネックレス,100
2624,グローブ,10000
2625,ブローチ,100
2629,メギンギョルド,10000
2630,ブリーシンガメン,10000
2631,アニバーサリーリング,10000
2639,退魔の風呂敷,10000
2640,カプラリング,10000
2641,ファッションヒップサック,10000
2644,The Sign,10000
2645,月明りの指輪,10000
2649,モルフィシャスの腕輪,10000
2650,モリアネのベルト,10000
2651,モリアネのペンダント,10000
2652,呪われた幸運の女神のブローチ,10000
2653,サクリファイスリング,10000
2654,忍の腰帯,10000
2655,血塗られた鉄球,10000
2656,ハイパーモードチェンジャー,10000
2663,命中のガントレット,10000
2664,ベルカーフ,10000
2675,ロードリング,10000
2676,ハンターイヤリング,10000
2677,スピリチュアルリング,10000
2678,リングオブフレイムロード,10000
2679,リングオブレゾナンス,10000
2701,オルレアンの手袋,10000
2702,野牛の角,10000
2703,エキスパートリング,10000
5006,ハートファンデーション,100
5007,ロードサークレット,10000
5008,仮初めの恋,10000
5009,工事帽,10000
5010,インディアンのヘアバンド,10000
5011,アンテナ,10000
5012,学者帽,10000
5013,ロードカホの角,10000
5014,えらヘルム,10000
5015,装飾用卵殻,10000
5018,羽毛帽子,10000
5019,コルセア,10000
5020,カプラのヘアバンド,10000
5021,お金を失った者の心,10000
5022,太陽神の兜,10000
5023,風呂敷包み,10000
5024,ケーキ帽,10000
5025,天使の兜,10000
5032,おしゃれな帽子,10000
5033,たぬき帽,10000
5040,ほお紅,10000
5041,ハートのヘアピン,10000
5042,シニョンキャップ,10000
5043,ファントムマスク,10000
5044,悪魔の羽,10000
5046,ボンゴン帽,10000
5047,ファッションサングラス,10000
5048,三日月のヘアピン,10000
5051,猫鈴,10000
5053,スフィンクス帽,10000
5054,アサシンマスク,10000
5057,黒い猫耳,10000
5059,くま帽子,10000
5061,花のかんざし,10000
5062,麦わら帽子,10000
5063,絆創膏,10000
5068,悪魔の羽耳,10000
5069,狐のお面,10000
5074,天使の羽耳,10000
5075,カウボーイハット,10000
5076,毛糸の帽子,10000
5077,チューリップヘアピン,10000
5078,ラッコ帽,10000
5081,ミストレスの王冠,10000
5083,赤いリボン,10000
5084,やる気のないタヌキ,10000
5085,ツインリボン,10000
5091,大きな金の鈴,10000
5094,オークヒーローの兜,10000
5098,タイガーマスク,10000
5099,ネコミミキャップ,10000
5101,真理の目隠し,10000
5102,丸い瞳,10000
5103,ひまわりヘアピン,10000
5104,闇の目隠し,10000
5105,2周年記念帽子,10000
5106,2周年記念帽子,10000
5107,こんがりトースト,10000
5108,名探偵帽,10000
5109,赤いボンネット,10000
5110,赤ちゃんのおしゃぶり,10000
5111,ガラパゴ帽,10000
5112,スーパーノービス帽,10000
5113,怒った口,10000
5114,やわらかい帽子,10000
5115,ファッション防寒帽,10000
5116,バナナの皮,10000
5117,ミスティックローズ,10000
5118,子犬のヘアバンド,10000
5119,スーパーノービス帽,10000
5120,やわらかい帽子,10000
5121,ジルタスの仮面,10000
5122,メギンキャップ,10000
5123,ウルキャップ,10000
5124,フリッグのサークレット,10000
5125,天使の口づけ,10000
5126,モルフィシャスの頭巾,10000
5127,モリアネのヘルム,10000
5128,ゲヴネの兜,10000
5129,鳥の巣,10000
5130,ライオンマスク,10000
5131,クローズヘルメット,10000
5132,エンジェリング帽,10000
5133,羊帽子,10000
5134,カボチャ帽子,10000
5135,サイクロプスアイ,10000
5136,ルイーゼのサンタ帽,10000
5137,たれ人形,10000
5138,マジックアイズ,10000
5139,ハイビスカス,10000
5140,かわいいリボン,10000
5141,マリオネット人形,10000
5142,三日月の兜,10000
5143,カブキマスク,10000
5144,ギャンブラーハット,10000
5145,カーニバル芸人帽子,10000
5146,象帽子,10000
5147,野球帽,10000
5148,祝日帽子,10000
5149,シルバーティアラ,10000
5150,イベント帽子,10000
5151,音符のヘッドフォン,10000
5152,鳳冠,10000
5153,エンジェリングのヘアピン,10000
5154,お父さんのサングラス,10000
5155,お父さんの白ひげ,10000
5156,お父さんのマスク,10000
5157,オーク族のヘルム,10000
5158,聖職者の帽子,10000
5164,ティアラ,10000
5169,花嫁の仮面,10000
5170,羽のベレー,10000
5171,ヴァルキリーヘルム,10000
5172,ベレー,10000
5173,サトーの帽子,10000
5174,アヤム,10000
5175,モザイク,10000
5176,お爺さんの仮面,10000
5177,獅子の仮面,10000
5178,蝋燭,10000
5180,祝日帽子,10000
5181,暗黒の兜,10000
5182,お座りイヌ,10000
5183,鳥の巣,10000
5184,船長の帽子,10000
5185,月桂樹の冠,10000
5186,装飾用ジオグラファー,10000
5187,乙女のツインリボン,10000
5188,伝説の吟遊詩人の帽子,10000
5189,落ち葉,10000
5190,独立記念帽子,10000
5191,リボン（黒）,10000
5192,リボン（黄）,10000
5193,リボン（緑）,10000
5194,リボン（桃）,10000
5195,リボン（赤）,10000
5196,リボン（朱）,10000
5197,リボン（白）,10000
5198,たれウサギ,10000
5199,野球帽,10000
5200,コッポラ,10000
5201,2周年パーティー帽,10000
5202,パンプキンハット,10000
5203,あかんべー仮面,10000
5204,トナカイの鼻,10000
5205,皇帝の月桂冠,10000
5206,白い花びら,10000
5207,天使の祝福,10000
5208,ライドワード,10000
5209,黄色い野球帽,10000
5210,天使の忘れもの,10000
5211,ドレスハット,10000
5212,サテライトヘアバンド,10000
5213,バニーヘアバンド,10000
5214,月夜花帽,10000
5215,天使のヘアバンド,10000
5216,悪魔のヘアバンド,10000
5217,マジェスティックゴート,10000
5218,ウサギのヘアバンド,10000
5219,たれ猫,10000
5220,パイプタバコ,10000
5221,ツインリボン,10000
5222,青い魚,10000
5223,大きな金の鈴,10000
5224,オークヒーローの兜,10000
5225,聖なるマーチングハット,10000
5226,プロペラ,10000
5227,赤色の子悪魔帽,10000
5228,白色の子悪魔帽,10000
5229,灰色の子悪魔帽,10000
5230,白色のたれ猫,10000
5231,灰色のたれ猫,10000
5232,桃色のたれ猫,10000
5233,青色のたれ猫,10000
5234,黄色のたれ猫,10000
5235,灰色の毛糸の帽子,10000
5236,青色の毛糸の帽子,10000
5237,桃色の毛糸の帽子,10000
5238,とんがり帽子（赤）,10000
5239,とんがり帽子（白）,10000
5240,とんがり帽子（灰）,10000
5241,とんがり帽子（青）,10000
5242,とんがり帽子（黄）,10000
5243,耳当て帽子,10000
5252,たれ九尾狐,10000
5253,たれリーフ,10000
5254,デビルリング帽,10000
5255,三段ポリン帽,10000
5256,ヴァルキリーの羽毛ヘアバンド,10000
5257,ソウルリースリング,10000
5258,アフロのカツラ,10000
5259,象帽子,10000
5260,クッキー帽子,10000
5261,シルバーティアラ,10000
5262,ゴールドティアラ,10000
5263,パグダヤ,10000
5264,オーストラリア国旗帽子,10000
5265,名射手のりんごR,10000
5266,ウサギのヘアバンドR,10000
5267,笠R,10000
5268,ロードサークレットR,10000
5269,翔ける天使,10000
5270,落ち葉,10000
5271,鳳冠,10000
5272,あかんべー仮面,10000
5273,Happy Wig,10000
5274,Shinny Wig,10000
5275,Marvelous Wig,10000
5276,Fantastic Wig,10000
5277,黄色い頭巾,10000
5278,黄色いリボン,10000
5279,たれ猫R,10000
5280,マジェスティックゴートR,10000
5281,子悪魔帽R,10000
5282,野球帽,10000
5283,ひよこちゃん,10000
5284,睡蓮の冠,10000
5285,風車のかんざし,10000
5286,ペコペコのヘアバンド,10000
5287,避暑地の帽子,10000
5288,赤いメガネ,10000
5289,バニルミルトの帽子,10000
5290,たれウサギ,10000
5291,魔法のやかん,10000
5292,竜の骸骨,10000
5293,ラーメン帽子,10000
5294,ウィスパーマスク,10000
5295,ゴールデンヘルム,10000
