//mob_skill_db.txt＠Auriga 2009/06/07 01:59:05 (JST)
//MOB_ID,ダミー文字列,STATE,SKILL_ID,SKILL_LV,万分率,casttime,delay,妨害可能,ターゲット,条件タイプ,条件値,値1,値2,値3,値4,値5,使用時エモーション
1032,ベリット＠毒化攻撃,attack,176,2,500,800,5000,no,target,always,0,,,,,,
1032,ベリット＠パフォーマンス,chase,194,1,200,0,5000,yes,self,always,0,,,,,,19
1033,エルダーウィロー＠ファイアーボルト,attack,19,3,500,1500,5000,yes,target,always,0,,,,,,
1033,エルダーウィロー＠ファイアーボルト,attack,19,3,200,1500,5000,yes,target,always,0,,,,,,
1033,エルダーウィロー＠火属性攻撃,attack,186,2,500,500,5000,no,target,always,0,,,,,,6
1033,エルダーウィロー＠エモーション,chase,197,1,200,0,5000,yes,self,always,0,19,129,,,,
1033,エルダーウィロー＠エモーション,idle,197,1,2000,0,5000,yes,self,always,0,7,149,,,,
1034,タラフロッグ＠水属性攻撃,attack,184,3,2000,500,5000,no,target,always,0,,,,,,6
1035,ハンターフライ＠テレポート,idle,26,1,500,0,5000,yes,self,always,0,,,,,,
1035,ハンターフライ＠吸血攻撃,attack,199,1,500,0,5000,yes,target,always,0,,,,,,2
1035,ハンターフライ＠連続攻撃,attack,171,1,500,700,5000,no,target,always,0,,,,,,6
1035,ハンターフライ＠エモーション,chase,197,1,200,0,5000,yes,self,always,0,19,129,,,,
1035,ハンターフライ＠エモーション,idle,197,1,2000,0,5000,yes,self,always,0,9,133,,,,
1035,ハンターフライ＠風属性攻撃,attack,187,1,2000,0,5000,yes,target,always,0,,,,,,
1036,グール＠毒化攻撃,attack,176,3,500,800,5000,no,target,always,0,,,,,,
1037,サイドワインダー＠ピアース,attack,56,5,500,700,5000,no,target,always,0,,,,,,
1037,サイドワインダー＠毒化攻撃,attack,176,3,500,800,5000,no,target,always,0,,,,,,
1037,サイドワインダー＠毒属性攻撃,attack,188,3,500,500,5000,no,target,always,0,,,,,,
1038,オシリス＠テレポート,idle,26,1,10000,0,0,yes,self,rudeattacked,,,,,,,
1038,オシリス＠テレポート,idle,26,1,5000,0,5000,yes,self,rudeattacked,,,,,,,
1038,オシリス＠テレポート,walk,26,1,5000,0,5000,yes,self,rudeattacked,,,,,,,
1038,オシリス＠ラッシュアタック,attack,349,5,10000,0,120000,yes,self,myhpltmaxrate,30,,,,,,6
1038,オシリス＠ベナムダスト,attack,140,5,2000,0,5000,no,around5,skillused,18,,,,,,
1038,オシリス＠ベナムダスト,attack,140,5,2000,0,5000,no,around5,always,0,,,,,,
1038,オシリス＠速度強化,attack,350,5,10000,0,30000,yes,self,myhpltmaxrate,30,,,,,,6
1038,オシリス＠ストーンカース,attack,16,10,2000,0,5000,no,target,always,0,,,,,,
1038,オシリス＠取り巻き呼び戻し,attack,352,1,10000,0,30000,yes,self,always,0,,,,,,
1038,オシリス＠取り巻き呼び戻し,idle,352,1,10000,0,30000,yes,self,always,0,,,,,,
1038,オシリス＠メテオアサルト,attack,406,10,10000,500,5000,no,self,always,0,,,,,,32
1038,オシリス＠呪い攻撃,attack,181,5,2000,0,5000,no,target,always,0,,,,,,9
1038,オシリス＠呪い攻撃,chase,181,5,2000,0,5000,no,target,always,0,,,,,,9
1038,オシリス＠ダークブレス,attack,202,5,500,0,5000,no,target,always,0,,,,,,9
1038,オシリス＠ダークブレス,chase,202,5,500,0,5000,no,target,always,0,,,,,,9
1038,オシリス＠毒属性攻撃,attack,188,5,2000,0,5000,no,target,always,0,,,,,,9
1038,オシリス＠取り巻き召喚,attack,196,1,10000,700,10000,no,self,slavele,4,1522,,,,,
1038,オシリス＠取り巻き召喚,idle,196,1,10000,700,10000,no,self,slavele,4,1522,,,,,
1038,オシリス＠取り巻き召喚,idle,196,7,10000,0,0,no,self,onspawn,0,1029,,,,,
1038,オシリス＠バッシュ,attack,5,10,2000,0,5000,yes,target,always,0,,,,,,
1038,オシリス＠ダークサンダー,chase,341,10,2000,0,5000,no,target,always,0,,,,,,
1038,オシリス＠ダークサンダー,chase,341,10,10000,0,5000,no,target,skillused,18,,,,,,
1038,オシリス＠クァグマイア,chase,92,5,1000,0,5000,no,target,always,0,,,,,,
1039,バフォメット＠残影,chase,264,1,2000,200,1000,yes,target,always,0,,,,,,
1039,バフォメット＠ダークストライク,chase,340,10,2000,0,1000,yes,target,always,0,,,,,,
1039,バフォメット＠テレポート,idle,26,1,10000,0,0,yes,self,rudeattacked,,,,,,,
1039,バフォメット＠テレポート,walk,26,1,5000,0,5000,yes,self,rudeattacked,,,,,,,
1039,バフォメット＠ブランディッシュスピア,attack,57,10,2000,500,5000,no,target,always,0,,,,,,29
1039,バフォメット＠アースクエイク,chase,653,5,10000,2000,30000,no,self,myhpltmaxrate,80,,,,,,6
1039,バフォメット＠アースクエイク,attack,653,5,10000,2000,30000,no,self,myhpltmaxrate,80,,,,,,6
1039,バフォメット＠ラッシュアタック,attack,349,5,10000,0,30000,yes,self,myhpltmaxrate,30,,,,,,6
1039,バフォメット＠取り巻き呼び戻し,attack,352,1,10000,0,30000,yes,self,always,0,,,,,,
1039,バフォメット＠取り巻き呼び戻し,idle,352,1,10000,0,30000,yes,self,always,0,,,,,,
1039,バフォメット＠ヘルジャッジメント,chase,662,5,10000,800,10000,no,self,always,0,,,,,,6
1039,バフォメット＠ヘルジャッジメント,attack,662,5,10000,800,10000,no,self,always,0,,,,,,6
1039,バフォメット＠ダークブレス,attack,202,5,2000,800,5000,no,target,always,0,,,,,,29
1039,バフォメット＠ブレイクアーマー,attack,344,10,2000,0,5000,no,target,always,0,,,,,,
1039,バフォメット＠ターゲット攻撃,attack,172,1,500,0,20000,no,target,always,0,,,,,,
1039,バフォメット＠取り巻き召喚,attack,196,6,10000,700,10000,no,self,slavele,3,1431,,,,,
1039,バフォメット＠取り巻き召喚,idle,196,6,10000,700,10000,no,self,slavele,3,1431,,,,,
1039,バフォメット＠取り巻き召喚,idle,196,4,10000,0,0,no,self,onspawn,0,1101,,,,,
1039,バフォメット＠ロードオブヴァーミリオン,attack,85,10,2000,500,2000,no,target,always,0,,,,,,29
1039,バフォメット＠ロードオブヴァーミリオン,chase,85,10,5000,500,2000,no,target,skillused,18,,,,,,29
1039,バフォメット＠ロードオブヴァーミリオン,chase,85,10,2000,500,2000,no,target,always,0,,,,,,29
1039,バフォメット＠ヒール,idle,28,10,10000,0,5000,yes,self,myhpltmaxrate,50,,,,,,
1040,ゴーレム＠エモーション,idle,197,1,200,0,5000,yes,self,always,0,9,,,,,
1040,ゴーレム＠スタン攻撃,attack,179,3,500,1500,5000,no,target,always,0,,,,,,6
1040,ゴーレム＠オートガード,attack,249,2,500,0,300000,yes,self,always,0,,,,,,
1040,ゴーレム＠オートガード,chase,249,2,2000,0,300000,yes,self,longrangeattacked,,,,,,,
1041,マミー＠連続攻撃,attack,171,1,500,700,5000,no,target,always,0,,,,,,9
1041,マミー＠エモーション,chase,197,1,200,0,5000,yes,self,always,0,19,129,,,,
1041,マミー＠エモーション,idle,197,1,2000,0,5000,yes,self,always,0,9,133,,,,
1041,マミー＠不死属性攻撃,attack,347,1,2000,0,5000,yes,target,always,0,,,,,,
1042,スチールチョンチョン＠沈黙攻撃,attack,178,2,500,700,5000,no,target,always,0,,,,,,
1042,スチールチョンチョン＠風属性攻撃,attack,187,1,2000,0,5000,yes,target,always,0,,,,,,
1044,オボンヌ＠エモーション,chase,197,1,200,0,5000,yes,self,always,0,19,129,,,,
1044,オボンヌ＠エモーション,idle,197,1,2000,0,5000,yes,self,always,0,2,149,,,,
1044,オボンヌ＠水属性攻撃,attack,184,3,500,500,5000,no,target,always,0,,,,,,6
1044,オボンヌ＠レックスディビーナ,attack,76,5,500,1000,5000,yes,target,always,0,,,,,,2
1044,オボンヌ＠レックスディビーナ,chase,76,5,500,1000,5000,yes,target,always,0,,,,,,2
1045,エモーション＠マルク,chase,197,1,200,0,5000,yes,self,always,0,19,129,,,,
1045,エモーション＠マルク,idle,197,1,2000,0,5000,yes,self,always,0,9,133,,,,
1045,スタン攻撃＠マルク,attack,179,2,500,1500,5000,no,target,always,0,,,,,,6
1045,水属性攻撃＠マルク,attack,184,2,500,500,5000,no,target,always,0,,,,,,6
1046,ドッペルゲンガー＠ヒール,attack,28,10,10000,0,5000,yes,friend,friendhpltmaxrate,60,,,,,,2
1046,ドッペルゲンガー＠ヒール,attack,28,10,10000,0,5000,yes,self,myhpltmaxrate,30,,,,,,2
1046,ドッペルゲンガー＠ヒール,chase,28,10,10000,0,5000,yes,friend,friendhpltmaxrate,60,,,,,,2
1046,ドッペルゲンガー＠ヒール,chase,28,10,10000,0,5000,yes,self,myhpltmaxrate,30,,,,,,2
1046,ドッペルゲンガー＠テレポート,idle,26,1,10000,0,0,yes,self,rudeattacked,,,,,,,
1046,ドッペルゲンガー＠テレポート,idle,26,1,5000,0,5000,yes,self,rudeattacked,,,,,,,
1046,ドッペルゲンガー＠テレポート,walk,26,1,5000,0,5000,yes,self,rudeattacked,,,,,,,
1046,ドッペルゲンガー＠ラッシュアタック,attack,349,5,10000,0,30000,yes,self,myhpltmaxrate,30,,,,,,6
1046,ドッペルゲンガー＠スパイラルピアース,attack,397,5,10000,1000,10000,no,target,myhpltmaxrate,80,,,,,,36
1046,ドッペルゲンガー＠ツーハンドクイッケン,attack,60,10,10000,0,120000,yes,self,myhpltmaxrate,30,,,,,,6
1046,ドッペルゲンガー＠ハンマーフォール,attack,110,10,2000,0,5000,yes,target,always,0,,,,,,
1046,ドッペルゲンガー＠ハンマーフォール,chase,110,10,2000,0,5000,yes,target,always,0,,,,,,
1046,ドッペルゲンガー＠ブレイクアーマー,attack,344,10,2000,0,5000,yes,target,always,0,,,,,,
1046,ドッペルゲンガー＠取り巻き呼び戻し,attack,352,1,10000,0,30000,yes,self,always,0,,,,,,
1046,ドッペルゲンガー＠取り巻き呼び戻し,idle,352,1,10000,0,30000,yes,self,always,0,,,,,,
1046,ドッペルゲンガー＠クリティカル攻撃,attack,170,1,2000,0,5000,yes,target,always,0,,,,,,
1046,ドッペルゲンガー＠オートガード,attack,249,10,2000,500,300000,no,self,always,0,,,,,,29
1046,ドッペルゲンガー＠オートガード,chase,249,10,2000,500,300000,no,self,longrangeattacked,,,,,,,29
1046,ドッペルゲンガー＠速度減少,attack,30,10,500,0,20000,no,target,always,0,,,,,,5
1046,ドッペルゲンガー＠速度減少,chase,30,10,500,0,20000,no,target,always,0,,,,,,5
1046,ドッペルゲンガー＠取り巻き召喚,attack,196,1,10000,700,10000,no,self,slavele,3,1427,,,,,
1046,ドッペルゲンガー＠取り巻き召喚,idle,196,1,10000,700,10000,no,self,slavele,3,1427,,,,,
1046,ドッペルゲンガー＠ハンマーフォール,chase,110,10,10000,0,5000,yes,target,skillused,18,,,,,,
1047,ペコペコの卵＠エモーション,idle,197,1,2000,0,5000,yes,self,always,0,19,,,,,
1047,ペコペコの卵＠メタモルフォース,idle,193,1,10,2000,5000,no,self,always,0,1049,1050,,,,
1048,盗蟲の卵＠エモーション,idle,197,1,2000,0,5000,yes,self,always,0,19,,,,,
1048,盗蟲の卵＠メタモルフォース,idle,193,4,10,2000,5000,yes,self,always,0,1051,,,,,
1049,ピッキ＠エモーション,walk,197,1,2000,0,5000,yes,self,always,0,2,,,,,
1049,ピッキ＠火属性攻撃,attack,186,1,2000,0,5000,yes,target,always,0,,,,,,
1050,すごいピッキ＠エモーション,walk,197,1,2000,0,5000,yes,self,always,0,2,,,,,
1050,すごいピッキ＠火属性攻撃,attack,186,1,2000,0,5000,yes,target,always,0,,,,,,
1051,盗蟲＠速度強化,loot,350,1,1000,0,10000,yes,self,always,0,,,,,,
1051,盗蟲＠速度強化,idle,350,1,0,0,10000,yes,self,always,0,,,,,,
1052,ロッカー＠エモーション,idle,197,1,2000,0,5000,yes,self,always,0,2,,,,,
1052,ロッカー＠地属性攻撃,attack,185,1,2000,0,5000,yes,target,always,0,,,,,,
1053,盗蟲＠速度強化,loot,350,1,1000,0,10000,yes,self,always,0,,,,,,
1053,盗蟲＠速度強化,idle,350,1,0,0,10000,yes,self,always,0,,,,,,
1054,盗蟲＠速度強化,loot,350,1,1000,0,10000,yes,self,always,0,,,,,,
1054,盗蟲＠速度強化,idle,350,1,0,0,10000,yes,self,always,0,,,,,,
1055,ムカー＠地属性攻撃,attack,185,3,500,500,5000,no,target,always,0,,,,,,6
1055,ムカー＠貫通攻撃,attack,158,3,500,0,5000,yes,target,always,0,,,,,,6
1055,ムカー＠範囲攻撃,attack,174,1,2000,0,5000,yes,target,attackpcge,2,,,,,,
1056,スモーキー＠ヒール,idle,28,5,10000,0,5000,yes,self,mystatuson,hiding,,,,,,2
1056,スモーキー＠エモーション,loot,197,1,2000,0,5000,yes,self,always,0,2,,,,,
1056,スモーキー＠地属性攻撃,attack,185,2,500,500,5000,no,target,always,0,,,,,,6
1056,スモーキー＠パフォーマンス,chase,194,1,200,0,5000,yes,self,always,0,,,,,,19
1056,スモーキー＠ハイディング,attack,51,1,500,500,5000,no,self,myhpltmaxrate,50,,,,,,19
1057,ヨーヨー＠ポーションピッチャー,idle,231,1,500,1500,5000,yes,self,always,0,,,,,,
1057,ヨーヨー＠エモーション,loot,197,1,2000,0,5000,yes,self,always,0,2,,,,,
1057,ヨーヨー＠地属性攻撃,attack,185,1,2000,0,5000,no,target,always,0,,,,,,
1057,ヨーヨー＠パフォーマンス,chase,194,1,200,0,5000,yes,self,always,0,,,,,,19
1057,ヨーヨー＠プロボック,chase,6,10,500,600,5000,yes,target,always,0,,,,,,
1057,ヨーヨー＠石投げ,chase,152,1,2000,0,5000,yes,target,always,0,,,,,,6
1058,メタルラ＠エモーション,walk,197,1,2000,0,5000,yes,self,always,0,2,,,,,
1058,メタルラ＠火属性攻撃,attack,186,1,2000,0,5000,yes,target,always,0,,,,,,
1058,メタルラ＠沈黙攻撃,attack,178,3,500,700,5000,no,target,always,0,,,,,,2
1058,メタルラ＠沈黙攻撃,chase,178,3,500,700,5000,no,target,always,0,,,,,,2
1059,ミストレス＠ヒール,attack,28,10,10000,0,5000,yes,friend,friendhpltmaxrate,60,,,,,,
1059,ミストレス＠ヒール,attack,28,10,10000,0,5000,yes,self,myhpltmaxrate,30,,,,,,
1059,ミストレス＠ヒール,chase,28,10,10000,0,5000,yes,friend,friendhpltmaxrate,60,,,,,,
1059,ミストレス＠ヒール,chase,28,10,10000,0,5000,yes,self,myhpltmaxrate,30,,,,,,
1059,ミストレス＠ニューマ,attack,25,1,2000,0,5000,yes,self,longrangeattacked,,,,,,,18
1059,ミストレス＠ニューマ,chase,25,1,2000,0,5000,yes,self,longrangeattacked,,,,,,,18
1059,ミストレス＠テレポート,idle,26,1,10000,0,0,yes,self,rudeattacked,,,,,,,
1059,ミストレス＠テレポート,idle,26,1,500,0,5000,yes,self,always,0,,,,,,
1059,ミストレス＠テレポート,walk,26,1,500,0,5000,yes,self,always,0,,,,,,
1059,ミストレス＠速度強化,attack,350,5,10000,0,30000,yes,self,myhpltmaxrate,30,,,,,,6
1059,ミストレス＠取り巻き呼び戻し,attack,352,1,10000,0,30000,yes,self,always,0,,,,,,
1059,ミストレス＠取り巻き呼び戻し,idle,352,1,10000,0,30000,yes,self,always,0,,,,,,
1059,ミストレス＠範囲沈黙攻撃,chase,663,5,10000,1000,20000,no,self,myhpltmaxrate,80,,,,,,32
1059,ミストレス＠範囲沈黙攻撃,attack,663,5,10000,1000,20000,no,self,myhpltmaxrate,80,,,,,,32
1059,ミストレス＠ターゲット攻撃,attack,172,5,500,0,20000,no,target,always,0,,,,,,18
1059,ミストレス＠ターゲット攻撃,chase,172,5,500,0,20000,no,target,always,0,,,,,,18
1059,ミストレス＠沈黙攻撃,attack,178,5,2000,0,5000,no,target,always,0,,,,,,
1059,ミストレス＠沈黙攻撃,chase,178,5,2000,0,5000,no,target,always,0,,,,,,
1059,ミストレス＠沈黙攻撃,chase,178,5,10000,0,5000,no,target,skillused,18,,,,,,
1059,ミストレス＠取り巻き召喚,attack,196,5,10000,700,10000,no,self,slavele,3,1604,,,,,
1059,ミストレス＠取り巻き召喚,idle,196,5,10000,700,10000,no,self,slavele,3,1604,,,,,
1059,ミストレス＠取り巻き召喚,idle,196,4,10000,0,0,no,self,onspawn,0,1156,,,,,
1059,ミストレス＠ホールドウェブ,attack,342,1,2000,0,15000,no,target,always,0,,,,,,6
1059,ミストレス＠ユピテルサンダー,attack,84,28,2000,0,5000,yes,target,always,0,,,,,,
1059,ミストレス＠ユピテルサンダー,chase,84,28,2000,0,5000,yes,target,always,0,,,,,,
1060,ビッグフット＠エモーション,chase,197,1,200,0,5000,yes,self,always,0,19,145,,,,
1060,ビッグフット＠エモーション,chase,197,1,2000,0,5000,yes,self,always,0,6,,,,,
1060,ビッグフット＠地属性攻撃,attack,185,1,2000,0,5000,yes,target,always,0,,,,,,
1060,ビッグフット＠スタン攻撃,attack,179,2,500,1500,5000,yes,target,always,0,,,,,,
1060,ビッグフット＠インデュア,chase,8,1,5000,0,10000,yes,self,longrangeattacked,,,,,,,6
1061,ナイトメア＠暗闇攻撃,attack,177,3,500,0,5000,yes,target,always,0,,,,,,
1061,ナイトメア＠呪い攻撃,attack,181,3,500,800,5000,no,target,always,0,,,,,,
1061,ナイトメア＠メンタルブレイカー,attack,159,1,500,800,5000,no,target,always,0,,,,,,
1061,ナイトメア＠念属性攻撃,attack,191,5,500,0,5000,yes,target,always,0,,,,,,
1062,サンタポリン＠エモーション,loot,197,1,2000,0,5000,yes,self,always,0,2,,,,,
1062,サンタポリン＠聖属性攻撃,attack,189,1,2000,0,5000,yes,target,always,0,,,,,,
1064,メガロドン＠念属性変化,attack,169,1,500,2000,5000,no,self,myhpltmaxrate,30,,,,,,7
1064,メガロドン＠不死属性攻撃,attack,347,2,500,0,5000,yes,target,always,0,,,,,,
1065,ストラウフ＠フロストダイバー,attack,15,9,1000,1000,5000,yes,target,always,0,,,,,,
1065,ストラウフ＠フロストダイバー,chase,15,9,1000,1000,5000,yes,target,always,0,,,,,,
1065,ストラウフ＠ライトニングボルト,attack,20,3,500,1500,5000,yes,target,always,0,,,,,,
1065,ストラウフ＠ライトニングボルト,chase,20,3,500,1500,5000,yes,target,always,0,,,,,,
1065,ストラウフ＠エモーション,idle,197,1,2000,0,5000,yes,self,always,0,32,,,,,
1065,ストラウフ＠水属性攻撃,attack,184,1,2000,0,5000,yes,target,always,0,,,,,,
1065,ストラウフ＠ディスペル,attack,289,5,0,0,30000,yes,target,always,0,,,,,,9
1065,ストラウフ＠ディスペル,chase,289,5,0,0,30000,yes,target,always,0,,,,,,9
1065,ストラウフ＠ウォーターボール,attack,86,3,500,1500,5000,yes,target,always,0,,,,,,6
1066,バドン＠スタン攻撃,attack,179,2,500,1500,5000,no,target,always,0,,,,,,6
1066,バドン＠水属性攻撃,attack,184,1,2000,0,5000,yes,target,always,0,,,,,,
1066,バドン＠オートガード,chase,249,2,2000,0,300000,yes,self,longrangeattacked,,,,,,,
1066,バドン＠オートガード,attack,249,2,500,0,300000,yes,self,always,0,,,,,,
1067,カナトウス＠硬化,attack,201,1,2000,0,5000,yes,self,myhpltmaxrate,30,,,,,,9
1067,カナトウス＠水属性攻撃,attack,184,2,500,500,5000,no,target,always,0,,,,,,6
1067,カナトウス＠オートガード,attack,249,2,500,0,300000,yes,self,always,0,,,,,,
1067,カナトウス＠オートガード,chase,249,2,2000,0,300000,yes,self,longrangeattacked,,,,,,,
1068,ヒドラ＠水属性攻撃,attack,184,2,500,500,5000,no,anothertarget,always,0,,,,,,
1069,ソードフィッシュ＠水属性攻撃,attack,184,1,2000,0,5000,yes,target,always,0,,,,,,
1069,ソードフィッシュ＠ウォーターボール,attack,86,3,500,1500,5000,yes,target,always,0,,,,,,
1069,ソードフィッシュ＠ウォーターボール,chase,86,3,500,1500,5000,yes,target,always,0,,,,,,
1070,ククレ＠エモーション,loot,197,1,2000,0,5000,yes,self,always,0,0,,,,,
1070,ククレ＠水属性攻撃,attack,184,1,2000,0,5000,yes,target,always,0,,,,,,
1071,パイレーツスケル＠バッシュ,attack,5,5,500,0,5000,yes,target,always,0,,,,,,27
1071,パイレーツスケル＠不死属性攻撃,attack,347,1,2000,0,5000,yes,target,always,0,,,,,,
1072,カホ＠ファイアーボルト,attack,19,3,500,1500,5000,yes,target,always,0,,,,,,
1072,カホ＠ファイアーボルト,chase,19,3,500,1500,5000,yes,target,always,0,,,,,,
1072,カホ＠火属性攻撃,attack,186,3,500,500,5000,no,target,always,0,,,,,,
1073,カニ＠水属性攻撃,attack,184,1,2000,0,5000,yes,target,always,0,,,,,,
1074,お化け貝＠水属性攻撃,attack,184,1,2000,0,5000,yes,target,always,0,,,,,,
1076,スケルトン＠エモーション,chase,197,1,2000,0,5000,yes,self,always,0,1,,,,,
1076,スケルトン＠不死属性攻撃,attack,347,1,2000,0,5000,yes,target,always,0,,,,,,
1077,ポイズンスポア＠毒化攻撃,attack,176,3,500,800,5000,no,target,always,0,,,,,,6
1077,ポイズンスポア＠毒属性攻撃,attack,188,1,2000,0,5000,yes,target,always,0,,,,,,
1077,ポイズンスポア＠エモーション,chase,197,1,200,0,5000,yes,self,always,0,19,129,,,,
1077,ポイズンスポア＠エモーション,idle,197,1,2000,0,5000,yes,self,always,0,1,133,,,,
1086,黄金蟲＠テレポート,idle,26,1,10000,0,0,yes,self,rudeattacked,,,,,,,
1086,黄金蟲＠テレポート,idle,26,1,5000,0,5000,yes,self,rudeattacked,,,,,,,
